employee_id,age,gender,department,salary_usd,years_experience,satisfaction_score,performance_rating,overtime,remote_work,num_projects,training_hours,education_level,attrition
EMP00584,49.0,Male,Engineering,73945.05,1.0,2.47,Excellent,yes,Hybrid,4.0,98.0,Bachelor's,0
EMP00585,44.0,Female,Engineering,57368.65,13.0,4.5,Excellent,No,Hybrid,4.0,1.0,Bachelor's,0
EMP00586,31.0,Female,engineering,43168.25,7.0,3.11,Low,No,On-site,3.0,66.0,Bachelor's,0
EMP00587,52.0,Female,HR,55475.36,39.0,1.49,Excellent,Yes,On-site,2.0,6.0,Bachelor's,1
EMP00588,46.0,Prefer not to say,Finance,57671.52,27.0,2.53,Low,No,Hybrid,6.0,3.0,Master's,0
EMP00589,45.0,Male,Finance,84120.24,2.0,1.53,High,No,Hybrid,2.0,47.0,Bachelor's,0
EMP00590,22.0,Female,engineering,63751.33,10.0,4.09,Medium,Yes,Hybrid,2.0,23.0,Bachelor's,1
EMP00591,30.0,Male,Engineering,47111.92,36.0,4.49,Medium,no,Hybrid,3.0,23.0,Bachelor's,1
EMP00592,40.0,,Finance,72729.73,24.0,3.71,Low,No,Full Remote,7.0,58.0,Master's,0
EMP00593,30.0,Prefer not to say,Sales,85987.85,28.0,2.43,High,No,On-site,3.0,21.0,Master's,0
EMP00594,49.0,Female,Finance,20490.17,26.0,4.35,Medium,Yes,Full Remote,4.0,99.0,Bachelor's,0
EMP00595,54.0,Female,HR,58626.88,7.0,1.39,High,,On-site,8.0,31.0,Bachelor's,0
EMP00596,63.0,Female,Marketing,72323.4,20.0,4.61,High,No,Full Remote,5.0,32.0,Bachelor's,0
EMP00597,41.0,Female,Marketing,29290.34,33.0,2.7,nan,No,Full Remote,8.0,38.0,nan,0
EMP00598,32.0,Male,Sales,68848.25,30.0,3.01,High,yes,On-site,9.0,35.0,High School,1
EMP00599,47.0,Male,Engineering,87004.83,32.0,4.92,Medium,no,Full Remote,9.0,85.0,Bachelor's,0
EMP00600,58.0,Female,Engineering,30346.45,9.0,2.49,High,Yes,Hybrid,3.0,76.0,Associate,0
EMP00601,51.0,Male,Engineering,63923.85,8.0,3.36,High,yes,On-site,7.0,39.0,Master's,1
EMP00602,30.0,Male,Sales,46212.11,12.0,2.47,Medium,Yes,Hybrid,8.0,28.0,Bachelor's,0
EMP00603,32.0,Male,Sales,0.0,4.0,1.04,High,No,Full Remote,2.0,81.0,Bachelor's,0
EMP00604,64.0,Non-binary,Engineering,60628.69,10.0,4.96,Medium,,On-site,1.0,49.0,PhD,0
EMP00605,31.0,Male,engineering,54209.02,19.0,1.16,High,no,On-site,9.0,62.0,Master's,1
EMP00606,49.0,Female,Marketing,70440.7,12.0,2.15,High,No,On-site,7.0,66.0,Bachelor's,0
EMP00607,27.0,Female,Engineering,72002.41,23.0,4.06,High,Yes,Hybrid,4.0,39.0,nan,1
EMP00608,37.0,Male,Finance,69448.29,13.0,4.26,Medium,No,On-site,2.0,46.0,Master's,0
EMP00609,50.0,Female,Marketing,82995.28,26.0,3.61,High,No,On-site,2.0,9.0,Bachelor's,0
EMP00610,28.0,Female,,,5.0,4.26,High,Yes,Hybrid,2.0,25.0,Master's,1
EMP00611,49.0,Male,Engineering,59193.11,13.0,1.99,Excellent,Yes,On-site,7.0,60.0,Bachelor's,0
EMP00612,50.0,Male,SALES,54670.48,18.0,2.22,Low,Yes,Full Remote,5.0,55.0,Bachelor's,0
EMP00613,24.0,Male,engineering,57721.26,31.0,4.87,High,No,Hybrid,2.0,20.0,Master's,0
EMP00614,23.0,Male,Marketing,84473.75,8.0,1.07,High,No,Hybrid,4.0,50.0,Bachelor's,0
EMP00615,30.0,Female,Engineering,89938.3,9.0,3.44,High,No,Hybrid,6.0,78.0,High School,0
EMP00616,49.0,Female,Marketing,72631.23,2.0,4.0,Excellent,Yes,Hybrid,7.0,48.0,Master's,0
EMP00617,25.0,Female,Marketing,58430.76,10.0,3.18,Excellent,No,Full Remote,7.0,32.0,High School,0
EMP00618,33.0,Non-binary,Engineering,77125.8,39.0,1.18,Low,Yes,Hybrid,8.0,95.0,PhD,0
EMP00619,27.0,Male,,82737.82,34.0,1.93,Medium,Yes,Hybrid,4.0,32.0,Bachelor's,0
EMP00620,62.0,Female,SALES,61308.26,13.0,2.47,nan,No,Full Remote,2.0,65.0,nan,0
EMP00621,50.0,Female,engineering,74895.36,6.0,1.68,nan,Yes,On-site,9.0,69.0,Associate,1
EMP00622,48.0,Male,HR,63213.92,23.0,2.08,High,Yes,Hybrid,9.0,84.0,Master's,0
EMP00623,52.0,Male,Sales,69289.24,7.0,1.31,High,No,Hybrid,1.0,79.0,High School,1
EMP00624,30.0,Female,Engineering,69979.48,10.0,2.63,High,no,Full Remote,4.0,11.0,Bachelor's,0
EMP00625,32.0,,Finance,62717.49,3.0,1.09,Excellent,No,Full Remote,7.0,22.0,Master's,0
EMP00626,62.0,Female,Engineering,49448.49,7.0,2.06,Excellent,Yes,Full Remote,7.0,11.0,Master's,0
EMP00627,55.0,Non-binary,,48631.41,19.0,3.05,High,Yes,Hybrid,5.0,77.0,Master's,0
EMP00628,43.0,Male,Sales,128300.86,5.0,3.99,Low,No,Hybrid,1.0,10.0,PhD,0
EMP00629,58.0,Female,Marketing,80178.79,35.0,3.74,High,no,Full Remote,4.0,71.0,Bachelor's,0
EMP00630,54.0,Male,Marketing,43174.76,17.0,3.54,Excellent,Yes,Hybrid,9.0,70.0,PhD,1
EMP00631,30.0,Female,Finance,75999.92,13.0,1.29,Medium,Yes,Hybrid,1.0,10.0,Master's,0
EMP00632,52.0,Male,SALES,55850.9,30.0,2.11,High,yes,On-site,9.0,29.0,Bachelor's,0
EMP00633,41.0,Female,Sales,87369.04,28.0,1.75,High,no,Full Remote,2.0,55.0,Bachelor's,0
EMP00634,30.0,Female,HR,64990.88,16.0,3.11,High,,On-site,3.0,74.0,Bachelor's,0
EMP00635,47.0,Female,Marketing,62849.99,13.0,1.66,High,Yes,On-site,7.0,72.0,Bachelor's,0
EMP00636,23.0,Female,Engineering,34406.79,23.0,3.56,Excellent,Yes,On-site,4.0,73.0,Master's,0
EMP00637,41.0,Male,Sales,56841.12,6.0,4.3,Medium,Yes,Full Remote,1.0,43.0,Bachelor's,0
EMP00638,44.0,Female,HR,78709.34,32.0,4.37,High,No,Full Remote,1.0,80.0,PhD,0
EMP00639,35.0,Female,Marketing,81312.37,37.0,2.33,Excellent,Yes,Hybrid,9.0,26.0,Associate,0
EMP00640,35.0,Female,Finance,55704.88,29.0,4.32,Medium,Yes,nan,2.0,47.0,Master's,0
EMP00641,26.0,Female,,92087.01,36.0,3.67,Medium,Yes,Full Remote,6.0,18.0,Associate,1
EMP00642,29.0,Non-binary,Finance,50991.69,1.0,1.41,Medium,Yes,On-site,3.0,61.0,Bachelor's,0
EMP00643,32.0,Male,Sales,69595.27,17.0,3.26,High,No,On-site,7.0,44.0,Bachelor's,0
EMP00644,59.0,Male,Sales,36366.13,32.0,4.55,Excellent,No,nan,6.0,76.0,Master's,0
EMP00645,30.0,Male,HR,73927.07,14.0,1.46,Excellent,No,On-site,1.0,87.0,Bachelor's,0
EMP00646,36.0,Male,Sales,66801.0,21.0,3.91,High,No,Hybrid,7.0,60.0,Master's,1
EMP00647,23.0,Female,Marketing,31120.75,3.0,2.36,High,Yes,On-site,5.0,51.0,PhD,0
EMP00648,41.0,Female,HR,35505.93,9.0,4.4,Medium,No,On-site,3.0,62.0,Bachelor's,0
EMP00649,23.0,Female,,95229.89,12.0,3.09,High,Yes,nan,7.0,97.0,High School,0
EMP00650,61.0,Female,Engineering,77691.18,7.0,3.85,nan,no,Full Remote,6.0,8.0,nan,0
EMP00651,37.0,Female,SALES,94682.23,28.0,1.35,Excellent,yes,On-site,9.0,5.0,PhD,0
EMP00652,34.0,Male,Finance,52549.95,20.0,1.73,Medium,No,Full Remote,5.0,13.0,Master's,0
EMP00653,33.0,Male,Marketing,62889.74,30.0,1.1,Medium,Yes,Hybrid,9.0,73.0,Associate,0
EMP00654,47.0,Male,Sales,42334.45,2.0,1.89,Low,No,On-site,8.0,40.0,Bachelor's,0
EMP00655,48.0,Non-binary,engineering,51921.03,21.0,2.3,Low,No,Full Remote,3.0,57.0,Bachelor's,0
EMP00656,58.0,Female,Engineering,42242.64,30.0,4.37,Excellent,No,On-site,7.0,38.0,Master's,0
EMP00657,63.0,Prefer not to say,Engineering,60827.93,35.0,3.71,Excellent,no,Hybrid,1.0,73.0,Master's,0
EMP00658,26.0,Female,Sales,73179.37,32.0,1.69,Medium,No,Hybrid,5.0,49.0,nan,0
EMP00659,63.0,Non-binary,Finance,59272.42,14.0,3.14,Low,Yes,On-site,7.0,33.0,Bachelor's,0
EMP00660,44.0,Male,HR,55877.66,35.0,3.08,Excellent,Yes,Full Remote,4.0,90.0,Associate,1
EMP00661,62.0,Female,Sales,80478.96,36.0,2.73,High,Yes,On-site,8.0,87.0,Master's,0
EMP00662,64.0,Non-binary,Sales,54203.73,,2.38,Medium,yes,On-site,3.0,97.0,Bachelor's,0
EMP00663,39.0,Female,,45034.63,0.0,2.76,Low,no,Full Remote,1.0,68.0,Bachelor's,0
EMP00664,57.0,Non-binary,Sales,78686.02,,3.64,Low,No,Hybrid,3.0,9.0,High School,0
EMP00665,39.0,Female,Engineering,31864.39,5.0,1.46,Low,Yes,Full Remote,1.0,3.0,Master's,0
EMP00666,32.0,,Marketing,111660.02,38.0,4.81,Excellent,yes,Full Remote,8.0,56.0,nan,0
EMP00667,,Female,Finance,86819.74,1.0,,Medium,yes,On-site,9.0,50.0,Master's,1
EMP00668,51.0,Male,SALES,67487.66,16.0,4.08,Excellent,No,Full Remote,4.0,3.0,PhD,0
EMP00669,22.0,Non-binary,Sales,88332.81,19.0,3.87,High,No,On-site,1.0,80.0,Master's,1
EMP00670,64.0,Female,Engineering,54046.89,7.0,2.7,Medium,Yes,On-site,5.0,98.0,Master's,1
EMP00671,51.0,Male,Engineering,43021.3,20.0,1.05,Medium,Yes,On-site,5.0,32.0,Bachelor's,1
EMP00672,53.0,Male,Marketing,49203.11,3.0,4.61,Medium,yes,Full Remote,4.0,34.0,Bachelor's,0
EMP00673,59.0,Female,Engineering,49493.01,23.0,3.36,Medium,Yes,On-site,5.0,33.0,Bachelor's,0
EMP00674,32.0,Male,Finance,72352.63,35.0,2.13,High,Yes,On-site,9.0,33.0,Master's,0
EMP00675,37.0,Female,Marketing,83030.59,1.0,2.78,High,Yes,On-site,2.0,85.0,PhD,0
EMP00676,26.0,Female,Marketing,59611.35,20.0,3.03,Medium,,Full Remote,2.0,43.0,Master's,0
EMP00677,59.0,Male,Sales,70010.92,21.0,4.52,High,no,Hybrid,9.0,43.0,Bachelor's,0
EMP00678,62.0,Male,engineering,85909.92,14.0,4.01,High,,On-site,7.0,64.0,Bachelor's,0
EMP00679,51.0,Female,Sales,80487.92,28.0,2.75,High,,Hybrid,5.0,37.0,Bachelor's,1
EMP00680,49.0,Male,Marketing,66690.86,17.0,3.96,Excellent,Yes,On-site,3.0,11.0,PhD,0
EMP00681,55.0,Female,Sales,40354.44,15.0,1.86,Medium,Yes,Full Remote,5.0,20.0,Master's,0
EMP00682,53.0,,,46250.62,0.0,2.28,Medium,No,Full Remote,4.0,37.0,Master's,0
EMP00683,64.0,Female,Finance,61913.74,,1.92,Medium,no,Full Remote,,9.0,Master's,0
EMP00684,35.0,Prefer not to say,,55896.55,17.0,3.92,High,No,On-site,1.0,73.0,Master's,1
EMP00685,,,SALES,48294.68,7.0,4.87,High,No,On-site,3.0,38.0,Bachelor's,0
EMP00686,61.0,Male,Sales,71684.55,23.0,1.42,nan,no,Full Remote,5.0,76.0,nan,0
EMP00687,47.0,Male,Marketing,57297.63,8.0,4.47,Medium,Yes,On-site,5.0,9.0,Bachelor's,0
EMP00688,30.0,Male,Finance,61032.73,0.0,2.03,Medium,no,On-site,4.0,81.0,Bachelor's,0
EMP00689,62.0,Male,Sales,99116.29,33.0,2.8,Low,Yes,On-site,7.0,4.0,Bachelor's,0
EMP00690,60.0,Prefer not to say,Sales,69451.51,14.0,4.59,Medium,No,Full Remote,5.0,36.0,Master's,0
EMP00691,29.0,Male,Sales,55224.67,17.0,1.87,Medium,No,Hybrid,9.0,77.0,Bachelor's,0
EMP00692,40.0,Prefer not to say,Sales,61335.87,37.0,3.15,Low,No,Hybrid,4.0,26.0,High School,0
EMP00693,53.0,Male,Marketing,93372.72,11.0,4.34,High,,On-site,4.0,58.0,Master's,0
EMP00694,,Female,Engineering,34212.81,37.0,2.07,High,No,On-site,7.0,14.0,Master's,0
EMP00695,47.0,Female,Marketing,56251.41,30.0,3.84,Low,no,On-site,1.0,97.0,Bachelor's,1
EMP00696,55.0,Female,Marketing,67056.37,3.0,2.81,High,no,Hybrid,1.0,92.0,Bachelor's,0
EMP00697,61.0,Male,Marketing,74506.93,9.0,4.53,Low,No,Full Remote,6.0,83.0,nan,0
EMP00698,23.0,Female,Finance,102605.78,33.0,2.34,High,yes,Hybrid,6.0,13.0,Bachelor's,0
EMP00699,51.0,Male,Finance,61119.87,38.0,4.74,High,,Hybrid,5.0,75.0,Bachelor's,0
EMP00700,32.0,Male,,52346.73,32.0,3.79,High,no,Full Remote,4.0,63.0,Bachelor's,0
EMP00701,54.0,Female,Sales,60938.34,17.0,4.63,Excellent,yes,Full Remote,7.0,0.0,Bachelor's,0
EMP00702,59.0,Female,Finance,74399.55,4.0,1.19,High,yes,On-site,3.0,28.0,PhD,0
EMP00703,61.0,Female,engineering,67568.74,8.0,4.02,High,,Hybrid,1.0,94.0,Bachelor's,1
EMP00704,34.0,Female,engineering,59104.4,19.0,3.33,Medium,No,Full Remote,6.0,39.0,Bachelor's,0
EMP00705,39.0,Male,Finance,51879.44,13.0,2.99,Medium,Yes,Hybrid,8.0,16.0,Associate,1
EMP00706,61.0,Female,Sales,23683.82,22.0,4.16,Low,No,nan,6.0,96.0,High School,0
EMP00707,49.0,Male,SALES,60056.17,18.0,2.96,nan,No,Hybrid,,59.0,PhD,1
EMP00708,63.0,Female,Sales,79559.71,18.0,2.39,Excellent,no,Hybrid,6.0,56.0,Master's,1
EMP00709,37.0,Male,Sales,53865.77,22.0,3.59,Low,Yes,On-site,7.0,8.0,Master's,0
EMP00710,38.0,Male,SALES,56383.84,31.0,2.39,Excellent,No,Hybrid,9.0,96.0,PhD,0
EMP00711,39.0,Male,Finance,70678.42,37.0,3.85,Medium,No,Full Remote,5.0,79.0,High School,0
EMP00712,55.0,Female,SALES,,23.0,2.01,High,No,Full Remote,2.0,95.0,Master's,0
EMP00713,39.0,Male,Sales,95110.98,2.0,1.74,High,Yes,nan,3.0,72.0,High School,0
EMP00714,30.0,Male,Marketing,32444.99,28.0,4.32,High,Yes,Full Remote,8.0,6.0,High School,1
EMP00715,49.0,Male,Engineering,65286.15,17.0,3.24,Excellent,,Hybrid,7.0,58.0,Master's,0
EMP00716,52.0,Male,Finance,69035.02,20.0,4.36,High,No,Hybrid,9.0,27.0,Bachelor's,0
EMP00717,61.0,Female,Sales,78735.53,35.0,4.31,Excellent,Yes,On-site,8.0,70.0,Bachelor's,0
EMP00718,38.0,Female,HR,66065.41,13.0,1.67,Medium,No,Full Remote,9.0,97.0,Master's,0
EMP00719,60.0,Male,Sales,54102.59,23.0,1.19,Medium,No,On-site,4.0,69.0,Master's,0
EMP00720,51.0,Female,Engineering,72394.59,32.0,1.09,Medium,No,Full Remote,1.0,94.0,PhD,0
EMP00721,45.0,Non-binary,Sales,54055.3,4.0,2.67,Excellent,No,Full Remote,7.0,1.0,PhD,0
EMP00722,38.0,Female,Sales,78620.26,11.0,4.82,Excellent,Yes,Hybrid,5.0,44.0,Master's,1
EMP00723,44.0,Male,Marketing,32222.76,36.0,4.12,High,,Full Remote,1.0,71.0,Bachelor's,0
EMP00724,23.0,Non-binary,Finance,75172.67,1.0,1.9,Medium,No,Hybrid,6.0,22.0,Bachelor's,0
EMP00725,43.0,Female,Finance,57397.14,,3.09,High,No,On-site,4.0,24.0,PhD,0
EMP00726,64.0,Male,engineering,72465.77,37.0,1.46,Excellent,,Hybrid,3.0,54.0,PhD,0
EMP00727,45.0,Female,Finance,88169.58,8.0,3.05,High,yes,Hybrid,4.0,25.0,High School,0
EMP00728,39.0,Female,Finance,69717.63,6.0,1.34,High,yes,Hybrid,9.0,88.0,Bachelor's,0
EMP00729,33.0,Prefer not to say,Marketing,60670.81,29.0,2.67,Excellent,No,Hybrid,9.0,82.0,Bachelor's,1
EMP00730,34.0,Female,Engineering,62635.33,20.0,4.96,High,No,On-site,7.0,18.0,Associate,0
EMP00731,25.0,Male,Sales,27237.92,14.0,3.86,Low,yes,On-site,4.0,70.0,High School,1
EMP00732,48.0,Female,Marketing,67953.76,29.0,4.83,Medium,No,Hybrid,,5.0,PhD,0
EMP00733,45.0,Prefer not to say,,70781.38,39.0,3.66,Low,Yes,Hybrid,3.0,20.0,Bachelor's,0
EMP00734,55.0,Female,Sales,49950.59,25.0,3.19,Medium,No,Full Remote,9.0,89.0,Master's,1
EMP00735,42.0,Female,Engineering,79227.21,11.0,3.36,Low,No,Hybrid,4.0,67.0,Master's,0
EMP00736,45.0,Female,engineering,88428.75,3.0,1.22,High,No,On-site,9.0,39.0,Bachelor's,0
EMP00737,40.0,Male,HR,76077.93,28.0,2.35,Excellent,Yes,Hybrid,7.0,84.0,Master's,0
EMP00738,53.0,Male,Marketing,62992.35,30.0,4.93,Excellent,Yes,nan,9.0,90.0,Associate,0
EMP00739,22.0,Female,Sales,65960.01,27.0,3.16,High,,On-site,5.0,43.0,High School,0
EMP00740,54.0,Female,engineering,87332.36,18.0,4.53,High,Yes,Full Remote,5.0,4.0,Bachelor's,1
EMP00741,38.0,Female,Engineering,83782.79,38.0,4.37,Excellent,No,Full Remote,1.0,56.0,Bachelor's,0
EMP00742,40.0,Non-binary,HR,92540.74,11.0,3.35,nan,No,On-site,6.0,2.0,PhD,0
EMP00743,48.0,,engineering,76695.9,15.0,1.85,High,yes,On-site,8.0,99.0,Master's,0
EMP00744,26.0,Female,Marketing,72576.47,3.0,4.1,Excellent,No,Full Remote,3.0,53.0,Bachelor's,0
EMP00745,38.0,Prefer not to say,Sales,84620.01,37.0,1.59,Medium,Yes,Full Remote,6.0,94.0,nan,0
EMP00746,52.0,Female,Engineering,65653.69,4.0,4.8,Excellent,No,On-site,1.0,69.0,Master's,0
EMP00747,41.0,Female,Finance,69186.09,37.0,4.85,Medium,no,Hybrid,3.0,76.0,High School,0
EMP00748,58.0,Male,Engineering,73937.38,2.0,2.08,High,yes,On-site,9.0,50.0,PhD,0
EMP00749,55.0,Female,Sales,47593.68,23.0,4.63,Medium,No,Hybrid,5.0,99.0,Bachelor's,1
EMP00750,26.0,Male,Sales,54092.86,20.0,4.31,Excellent,No,Full Remote,3.0,55.0,Master's,0
EMP00751,26.0,Male,Sales,58552.4,4.0,3.61,Medium,Yes,Hybrid,6.0,0.0,Bachelor's,0
EMP00752,51.0,,Marketing,88766.75,34.0,4.62,Medium,yes,Hybrid,6.0,1.0,High School,0
EMP00753,63.0,Female,Sales,57163.21,24.0,4.72,High,No,Hybrid,9.0,73.0,Bachelor's,0
EMP00754,48.0,Female,HR,34265.54,9.0,1.3,High,yes,On-site,5.0,44.0,Master's,0
EMP00755,33.0,Non-binary,HR,70901.26,12.0,3.07,Excellent,no,On-site,4.0,17.0,High School,0
EMP00756,64.0,Male,Sales,,27.0,2.59,Excellent,No,Full Remote,2.0,41.0,PhD,0
EMP00757,26.0,Male,Marketing,50942.1,8.0,1.29,Medium,no,On-site,9.0,60.0,High School,0
EMP00758,48.0,Male,Finance,61050.21,31.0,3.54,High,no,Hybrid,9.0,98.0,Master's,1
EMP00759,25.0,Prefer not to say,Finance,67006.44,6.0,1.4,Medium,No,nan,1.0,0.0,Associate,0
EMP00760,46.0,Female,Sales,67505.8,6.0,3.9,nan,No,Full Remote,9.0,87.0,Master's,0
EMP00761,62.0,Male,Sales,76226.81,28.0,2.4,High,Yes,Hybrid,,99.0,Bachelor's,0
EMP00762,46.0,Male,Engineering,74870.85,6.0,2.09,Medium,,Hybrid,2.0,35.0,Master's,0
EMP00763,26.0,Female,,60494.2,17.0,4.57,High,No,Full Remote,5.0,87.0,nan,0
EMP00764,31.0,Male,Sales,74462.8,37.0,1.07,High,yes,On-site,1.0,82.0,PhD,0
EMP00765,49.0,Male,Engineering,60272.39,18.0,2.76,High,no,Full Remote,9.0,77.0,nan,0
EMP00766,49.0,Female,Sales,17280.33,18.0,,Excellent,No,Hybrid,8.0,44.0,Bachelor's,0
EMP00767,53.0,Prefer not to say,Sales,73841.34,32.0,3.3,Excellent,No,Hybrid,6.0,32.0,Bachelor's,0
EMP00768,40.0,Female,Finance,81078.62,8.0,3.45,Medium,Yes,Hybrid,5.0,71.0,Master's,0
EMP00769,49.0,Male,Sales,82342.67,1.0,2.69,Medium,no,On-site,8.0,56.0,Master's,0
EMP00770,57.0,Female,engineering,60204.11,39.0,4.79,Excellent,Yes,Hybrid,4.0,92.0,Bachelor's,0
EMP00771,57.0,Female,Marketing,46291.26,32.0,2.18,Medium,yes,Hybrid,5.0,96.0,Master's,0
EMP00772,31.0,Non-binary,Sales,58563.27,12.0,4.91,Excellent,no,On-site,7.0,74.0,PhD,0
EMP00773,50.0,Female,Engineering,13657.99,31.0,4.66,Medium,yes,Hybrid,2.0,40.0,Bachelor's,0
EMP00774,31.0,Female,Finance,62958.04,24.0,4.42,High,no,Full Remote,9.0,11.0,Master's,1
EMP00775,33.0,Male,Sales,89955.26,2.0,1.17,High,Yes,On-site,6.0,26.0,Master's,0
EMP00776,56.0,Female,engineering,85297.02,1.0,1.55,Low,Yes,Full Remote,5.0,64.0,High School,1
EMP00777,35.0,Female,HR,66661.44,38.0,2.07,Excellent,No,Full Remote,9.0,96.0,Bachelor's,0
EMP00778,62.0,Male,Finance,60141.33,30.0,3.29,High,No,On-site,8.0,70.0,Bachelor's,0
EMP00779,51.0,Prefer not to say,Sales,72491.42,4.0,1.83,Low,Yes,Full Remote,9.0,14.0,PhD,0
EMP00780,42.0,Male,,80721.35,6.0,3.21,Excellent,No,Hybrid,7.0,13.0,Bachelor's,0
EMP00781,53.0,Female,,35627.29,30.0,-1.0,High,No,Hybrid,8.0,25.0,Bachelor's,0
EMP00782,41.0,Male,Engineering,79776.94,31.0,1.19,nan,Yes,On-site,6.0,73.0,PhD,0
EMP00783,27.0,Male,,58014.13,36.0,3.46,Medium,yes,On-site,9.0,5.0,Bachelor's,0
EMP00784,27.0,Male,Marketing,44118.11,33.0,2.2,Medium,Yes,Full Remote,5.0,96.0,Master's,0
EMP00785,34.0,Female,engineering,89918.72,32.0,3.04,Excellent,No,On-site,9.0,74.0,PhD,0
EMP00786,26.0,Male,Finance,31824.52,4.0,4.66,Excellent,,Full Remote,4.0,91.0,nan,0
EMP00787,55.0,Male,Sales,77083.57,16.0,3.79,Medium,No,On-site,9.0,17.0,Bachelor's,0
EMP00788,48.0,Male,SALES,73278.77,33.0,4.67,Medium,no,On-site,2.0,61.0,Bachelor's,0
EMP00789,39.0,Male,Sales,94432.56,29.0,2.55,Excellent,No,Hybrid,2.0,42.0,nan,1
EMP00790,62.0,Female,Sales,78773.58,2.0,3.32,High,No,On-site,2.0,1.0,Bachelor's,1
EMP00791,55.0,Male,HR,49903.42,7.0,3.32,Excellent,yes,Full Remote,9.0,96.0,High School,0
EMP00792,50.0,Male,HR,91859.98,11.0,2.49,Excellent,Yes,On-site,2.0,28.0,Master's,1
EMP00793,62.0,Female,engineering,72104.89,36.0,2.68,Medium,No,Full Remote,6.0,96.0,PhD,1
EMP00794,47.0,Female,SALES,95888.21,7.0,2.9,Excellent,Yes,On-site,8.0,75.0,Bachelor's,0
EMP00795,45.0,Male,HR,79900.96,24.0,4.38,Medium,Yes,Hybrid,3.0,78.0,Master's,0
EMP00796,45.0,Female,Marketing,31309.93,26.0,4.81,High,No,Hybrid,1.0,80.0,Master's,0
EMP00797,54.0,Female,Finance,67856.43,13.0,2.41,Medium,No,On-site,5.0,72.0,Master's,0
EMP00798,45.0,Male,Marketing,83703.2,20.0,,Excellent,Yes,On-site,8.0,56.0,Master's,0
EMP00799,51.0,Male,Finance,63594.05,9.0,4.52,High,,Hybrid,7.0,35.0,High School,0
EMP00800,34.0,Male,Sales,61014.81,35.0,1.79,High,Yes,Hybrid,3.0,15.0,Master's,1
EMP00801,51.0,Male,Sales,80774.17,21.0,2.65,Excellent,No,On-site,9.0,70.0,Master's,0
EMP00802,27.0,Female,Engineering,63854.34,15.0,2.58,Excellent,Yes,nan,2.0,9.0,Bachelor's,0
EMP00803,27.0,Female,Engineering,28322.31,20.0,1.25,Medium,No,Hybrid,6.0,84.0,High School,0
EMP00804,46.0,,Marketing,95350.39,23.0,4.01,Medium,No,On-site,1.0,27.0,Bachelor's,0
EMP00805,57.0,Female,Marketing,69217.8,10.0,1.51,High,Yes,On-site,1.0,2.0,PhD,0
EMP00806,41.0,Male,Finance,66958.28,11.0,1.07,Medium,,Full Remote,8.0,16.0,Associate,0
EMP00807,46.0,Male,SALES,58797.35,38.0,2.86,nan,no,On-site,8.0,76.0,Bachelor's,0
EMP00808,47.0,Male,HR,97839.0,34.0,2.37,High,no,Full Remote,6.0,19.0,Master's,0
EMP00809,53.0,Female,Engineering,57882.23,24.0,3.05,Excellent,No,Full Remote,5.0,20.0,Bachelor's,0
EMP00810,42.0,Male,engineering,77502.5,38.0,1.3,Medium,Yes,On-site,2.0,64.0,Master's,0
EMP00811,34.0,Male,HR,59029.13,5.0,3.08,Excellent,No,nan,5.0,69.0,Bachelor's,1
EMP00812,55.0,Male,HR,53625.41,36.0,4.76,Excellent,No,nan,8.0,34.0,PhD,0
EMP00813,26.0,Female,Engineering,58757.94,39.0,2.32,nan,No,On-site,6.0,88.0,PhD,0
EMP00814,39.0,Female,,79151.96,19.0,2.62,Medium,yes,Full Remote,5.0,11.0,Bachelor's,0
EMP00815,49.0,Female,Sales,23196.07,35.0,4.58,Medium,yes,Hybrid,7.0,29.0,High School,1
EMP00816,48.0,Female,Sales,74288.28,6.0,2.09,Medium,Yes,Hybrid,6.0,61.0,Master's,0
EMP00817,47.0,Male,Engineering,60063.22,3.0,3.09,Excellent,No,On-site,3.0,98.0,PhD,0
EMP00818,24.0,Female,Engineering,67867.86,22.0,4.76,Medium,No,Hybrid,5.0,52.0,Master's,0
EMP00819,,Male,HR,85568.12,13.0,4.86,High,Yes,Hybrid,4.0,28.0,High School,1
EMP00820,59.0,Male,HR,67071.1,28.0,4.22,High,No,Full Remote,5.0,99.0,Master's,0
EMP00821,54.0,Female,Finance,68347.86,23.0,4.21,nan,No,Hybrid,6.0,85.0,Master's,0
EMP00822,48.0,Male,Engineering,50833.01,19.0,4.39,High,no,Full Remote,8.0,59.0,Master's,1
EMP00823,51.0,Female,,78135.32,27.0,2.75,High,,Hybrid,1.0,81.0,Master's,0
EMP00824,25.0,,Engineering,29558.52,33.0,1.34,High,No,Hybrid,5.0,7.0,Bachelor's,0
EMP00825,27.0,Female,Engineering,70553.85,36.0,1.59,Low,Yes,nan,8.0,34.0,Master's,0
EMP00826,34.0,Female,Engineering,26315.02,28.0,3.89,Medium,yes,Hybrid,7.0,91.0,Bachelor's,0
EMP00827,30.0,Male,engineering,62425.72,33.0,3.32,Medium,No,Hybrid,3.0,32.0,Bachelor's,0
EMP00828,50.0,Female,Sales,64013.91,5.0,4.14,Excellent,Yes,Hybrid,8.0,41.0,Bachelor's,0
EMP00829,40.0,Male,Finance,50738.46,17.0,3.1,High,No,Full Remote,8.0,6.0,nan,0
EMP00830,63.0,Female,Sales,68105.88,13.0,3.09,Medium,No,Hybrid,5.0,84.0,Bachelor's,0
