brand,year,fuel_type,transmission,mileage_kmpl,engine_cc,horsepower,owners,insurance_valid,city,price_lakh
Hyundai,2017,Petrol,Manual,14.74,3464,158.0,1,No,Nielsenbury,4.2
Kia,2017,Diesel,Manual,20.88,3228,219.0,1,Yes,South Scott,7.05
Honda,2011,Diesel,Manual,17.81,2008,295.0,1,Yes,Barbarafurt,8.75
Toyota,2014,Electric,Manual,11.56,1102,206.0,2,No,Phelpsburgh,10.28
Toyota,2006,Diesel,Automatic,22.2,2317,174.0,3,No,West Williambury,4.05
Mahindra,2008,Diesel,Manual,15.83,1555,63.0,4,No,Port Lisafurt,12.63
BMW,2010,Electric,Automatic,21.4,963,146.0,2,Yes,New Danielle,-0.12
Ford,2022,Electric,Manual,20.05,2467,105.0,2,Yes,New Bradley,13.29
BMW,2010,CNG,Automatic,14.67,2026,142.0,3,No,Anthonyburgh,10.2
BMW,2021,Diesel,Manual,21.48,2033,213.0,4,Yes,Port Angelstad,5.51
BMW,2018,Petrol,Manual,19.27,2682,170.0,4,Yes,South Marktown,11.46
BMW,2015,Diesel,Manual,18.7,2948,176.0,1,No,Nicholasfort,3.81
Hyundai,2023,Petrol,Automatic,16.13,1697,156.0,4,Yes,Garciahaven,8.46
Hyundai,2006,Petrol,Automatic,13.59,1582,248.0,1,No,West Johnfort,8.95
Mahindra,2007,Petrol,Manual,16.33,2794,147.0,2,No,Millerchester,8.94
Honda,2015,CNG,Manual,16.24,2384,146.0,3,No,Wagnerburgh,4.64
Toyota,2010,Electric,Manual,21.41,3215,85.0,2,No,Sheilaport,6.02
BMW,2018,Electric,Automatic,11.4,1526,90.0,4,Yes,Port Joseph,8.51
Mahindra,2023,CNG,Manual,23.88,3219,185.0,2,No,Mooreview,5.09
Honda,2020,Electric,Automatic,24.1,2254,257.0,3,No,Susanton,9.09
Toyota,2011,CNG,Manual,15.44,3127,90.0,3,No,East Davidville,5.54
Kia,2012,Diesel,Automatic,23.61,3163,291.0,1,Yes,Lake Jenniferburgh,12.0
Ford,2023,CNG,Automatic,13.98,2812,104.0,2,Yes,New Mario,14.25
Hyundai,2020,Electric,Automatic,22.51,1900,248.0,3,Yes,Bennettview,6.81
Kia,2011,Electric,Manual,14.72,1615,111.0,3,Yes,Port Nicole,11.68
Toyota,2013,Diesel,Automatic,22.13,950,111.0,3,No,North Angelaside,7.15
Kia,2017,CNG,Manual,12.25,1808,138.0,3,Yes,South Ebonyland,4.25
Ford,2005,Diesel,Automatic,22.33,2319,108.0,4,Yes,Hernandezstad,6.3
Mahindra,2012,Petrol,Manual,23.15,2120,289.0,2,Yes,Warrenport,8.34
Toyota,2008,CNG,Automatic,12.12,1468,,2,No,East Justinmouth,0.85
Kia,2007,Diesel,Automatic,25.03,1206,,2,No,South Timothy,10.5
Hyundai,2007,Diesel,Manual,22.07,3134,278.0,4,No,New Monica,8.34
Hyundai,2017,Electric,Manual,10.01,1291,81.0,4,No,East Kristiland,12.0
Honda,2012,CNG,Automatic,16.04,1832,189.0,3,Yes,Port Kyleside,10.43
Kia,2011,Petrol,Automatic,22.15,2741,66.0,4,Yes,Jessicamouth,8.48
BMW,2005,Petrol,Manual,20.89,1955,103.0,1,Yes,Lake Matthew,6.58
Kia,2020,CNG,Automatic,18.45,1900,299.0,4,Yes,North Samuel,14.09
Mahindra,2010,CNG,Automatic,21.71,2978,124.0,3,Yes,Christineborough,16.68
Toyota,2011,Diesel,Manual,14.5,1796,,2,No,Guzmanchester,6.64
Toyota,2016,Electric,Manual,18.19,2711,132.0,4,Yes,Tylerton,12.17
Mahindra,2013,Electric,Manual,14.62,2235,130.0,2,No,Chandlerland,5.17
Kia,2015,Electric,Automatic,18.54,1913,256.0,2,No,Port Michaelburgh,5.65
Mahindra,2014,CNG,Automatic,22.0,3345,248.0,1,No,Fisherfort,6.46
Ford,2005,Electric,Automatic,21.13,3469,217.0,1,Yes,West Ashleyton,10.74
Mahindra,2022,Diesel,Manual,18.89,1688,84.0,4,Yes,Robertsville,3.7
Hyundai,2008,CNG,Automatic,21.96,1153,130.0,2,No,New Petertown,14.2
Mahindra,2009,CNG,Manual,22.35,3118,282.0,3,Yes,East Kristin,11.75
Toyota,2013,Electric,Manual,25.19,2215,219.0,2,Yes,New Julieside,10.65
Hyundai,2021,Petrol,Automatic,22.67,1231,134.0,2,Yes,East Jamesberg,6.82
Toyota,2007,Petrol,Manual,20.63,1538,197.0,1,Yes,Michaelberg,11.32
Honda,2020,Diesel,Automatic,21.74,3319,100.0,1,No,Gregorymouth,-3.67
BMW,2009,Electric,Manual,18.97,2579,75.0,1,Yes,Port Thomas,9.76
Toyota,2020,Electric,Manual,16.88,2131,248.0,1,Yes,Stewartville,8.64
Hyundai,2007,CNG,Manual,21.47,1307,87.0,4,Yes,Wattsborough,0.46
Honda,2019,CNG,Automatic,21.03,854,222.0,4,No,Morganshire,9.63
Toyota,2007,Electric,Manual,19.17,2884,114.0,2,No,East Jennifer,10.36
Ford,2018,CNG,Automatic,,1699,161.0,4,Yes,North Austinborough,0.59
Mahindra,2020,Electric,Manual,17.0,2902,101.0,3,Yes,Benjaminland,3.25
BMW,2021,Diesel,Manual,16.37,1323,230.0,2,Yes,North Alexander,16.26
Toyota,2022,CNG,Manual,23.02,1262,267.0,2,Yes,Hodgesville,7.25
Honda,2022,Electric,Automatic,22.71,1496,108.0,3,No,Jamesmouth,11.9
Ford,2018,CNG,Automatic,22.54,2301,119.0,2,No,Olsonside,12.51
Kia,2022,Diesel,Automatic,13.79,2572,65.0,3,No,Port Marthaport,9.58
Honda,2019,CNG,Automatic,16.56,1515,207.0,1,No,Davisland,12.07
Mahindra,2019,Electric,Automatic,16.97,2034,270.0,1,No,Paulton,-0.45
Honda,2010,CNG,Manual,15.58,2646,209.0,1,No,East Donna,7.08
Ford,2019,CNG,Manual,25.45,1788,144.0,3,Yes,Porterborough,-4.32
Honda,2022,Electric,Automatic,19.6,2628,219.0,4,No,Dennisberg,1.02
Ford,2008,Petrol,Automatic,19.31,1011,106.0,4,No,Perezton,5.82
Toyota,2012,CNG,Automatic,16.14,1553,221.0,2,No,Brownshire,5.34
Ford,2019,CNG,Automatic,21.45,1235,214.0,1,Yes,Port Richardfurt,8.17
Ford,2007,Diesel,Manual,26.77,2701,289.0,1,,Jeanneberg,7.92
BMW,2019,Petrol,Automatic,18.32,883,217.0,2,No,Snowstad,8.53
Ford,2017,Diesel,Automatic,17.07,2035,220.0,1,No,South Mark,8.7
Ford,2013,Electric,Automatic,17.64,1578,306.0,1,No,Payneville,9.33
Kia,2006,Electric,Automatic,16.71,1633,115.0,3,Yes,New Maria,4.16
Toyota,2012,Diesel,Manual,17.99,3308,210.0,2,Yes,East Jacqueline,5.1
Mahindra,2021,CNG,Manual,15.55,2760,113.0,3,Yes,Deborahport,7.85
BMW,2017,Petrol,Automatic,14.45,976,282.0,1,No,Davidbury,7.91
Kia,2005,Diesel,Manual,17.92,2606,313.0,1,Yes,Chadport,3.67
Hyundai,2006,Diesel,Manual,18.32,3159,127.0,2,Yes,Mooreborough,12.33
Toyota,2019,Electric,Automatic,16.91,2517,112.0,1,Yes,New Nicoleberg,10.9
Toyota,2016,CNG,Automatic,23.83,2524,304.0,4,Yes,Georgeton,4.56
Hyundai,2018,Petrol,Manual,19.66,985,99.0,3,Yes,New Lori,7.17
Mahindra,2006,Diesel,Manual,20.97,2294,197.0,3,No,Lake Scott,16.04
Ford,2022,Petrol,Manual,,2779,197.0,4,No,Prattport,8.64
Kia,2011,Petrol,Manual,18.42,2132,269.0,2,No,New Eric,9.58
Honda,2010,Diesel,Manual,18.87,1045,231.0,2,No,Stephaniemouth,5.56
BMW,2018,Petrol,Automatic,14.56,2652,244.0,1,No,West Jenniferville,6.75
Honda,2012,Electric,Manual,,1183,299.0,2,No,Lake Christopherfurt,14.05
Hyundai,2006,CNG,Manual,16.67,1084,270.0,4,Yes,Russellport,8.45
Toyota,2021,CNG,Manual,15.44,1787,210.0,2,Yes,Holmesmouth,7.72
Mahindra,2009,CNG,Manual,23.21,1099,183.0,1,No,Ericaland,8.03
Toyota,2018,Electric,Manual,12.67,1700,108.0,4,No,East Anthonyton,18.18
BMW,2007,Electric,Manual,24.88,2259,,1,No,Hansenstad,8.16
Toyota,2009,Electric,Manual,24.56,2192,127.0,3,No,Jonesview,4.68
Toyota,2020,CNG,Manual,17.11,3333,290.0,3,Yes,Lake Charles,5.38
BMW,2022,Petrol,Automatic,25.14,3283,68.0,2,Yes,Smithland,11.12
Kia,2021,Electric,Automatic,14.45,1605,184.0,4,No,New Rickybury,2.29
Kia,2015,Diesel,Manual,21.98,3028,171.0,4,No,North Heather,9.8
BMW,2021,Electric,Automatic,18.07,2721,113.0,4,No,Owenberg,5.1
Mahindra,2020,Diesel,Automatic,10.77,1676,148.0,1,No,New Mary,0.56
Hyundai,2006,CNG,Automatic,15.48,1493,154.0,4,,North Sherriville,4.08
Toyota,2008,Diesel,Automatic,17.3,3187,309.0,2,No,Millerburgh,8.11
Mahindra,2011,Electric,Automatic,21.12,3338,225.0,3,Yes,North Christian,13.58
Toyota,2006,Electric,Automatic,16.09,3342,286.0,2,Yes,East John,11.65
Hyundai,2010,Petrol,Manual,16.91,2796,195.0,3,Yes,Jonathantown,6.83
Kia,2021,CNG,Manual,20.16,1529,124.0,3,Yes,East Rose,11.89
Mahindra,2011,Diesel,Automatic,19.95,1986,64.0,2,No,Downsberg,6.57
Ford,2009,CNG,Manual,17.63,2381,179.0,3,Yes,Chandlershire,2.13
Ford,2009,Electric,Automatic,16.79,3303,278.0,3,Yes,Tracyshire,8.08
Ford,2020,Petrol,Manual,21.76,904,102.0,1,No,Barberfort,1.98
Kia,2023,Electric,Manual,16.77,1238,247.0,2,Yes,Angelamouth,11.17
Kia,2013,Electric,Manual,13.24,2321,85.0,2,Yes,Cherylburgh,11.22
Hyundai,2009,Electric,Automatic,16.42,2151,221.0,2,Yes,Jacquelinestad,4.48
Toyota,2012,Diesel,Manual,20.19,3498,292.0,3,No,West Scottberg,8.58
Hyundai,2013,Electric,Manual,17.4,1308,189.0,4,No,North Kristen,8.54
Hyundai,2009,CNG,Automatic,15.99,1050,80.0,4,No,New Samanthamouth,11.49
Kia,2014,CNG,Automatic,12.98,2014,187.0,3,No,Jacksonside,3.02
Ford,2006,Petrol,Manual,,2894,135.0,4,Yes,Fergusonbury,10.4
Honda,2013,CNG,Automatic,18.91,1678,132.0,4,No,Ericbury,2.73
Toyota,2015,Electric,Manual,13.97,2074,292.0,3,No,Carterville,11.11
Kia,2008,Electric,Manual,17.24,1817,165.0,2,No,Virginiahaven,12.25
Ford,2006,CNG,Automatic,13.62,863,68.0,1,Yes,North Bradleyfort,5.32
Mahindra,2010,Petrol,Automatic,17.48,1119,,2,Yes,New Darlene,12.88
Honda,2018,Petrol,Manual,24.9,1659,109.0,2,Yes,Port Bruceborough,1.7
Honda,2005,CNG,Automatic,18.69,2347,69.0,2,Yes,Garciaport,12.4
Kia,2022,Diesel,Manual,11.67,2876,172.0,1,No,Ryanmouth,13.75
BMW,2011,Diesel,Automatic,19.32,2474,137.0,2,Yes,New Sabrina,9.38
Toyota,2005,Diesel,Automatic,23.25,1236,95.0,4,No,Englishshire,7.22
Honda,2005,Diesel,Automatic,,2789,261.0,1,Yes,Josephburgh,9.25
Kia,2005,CNG,Automatic,13.82,2420,177.0,4,No,New Debraberg,5.58
Kia,2008,Petrol,Automatic,19.03,1562,249.0,1,Yes,East Jeremy,18.5
Ford,2008,Electric,Manual,17.65,1535,301.0,4,Yes,Andersonberg,5.65
Mahindra,2022,Electric,Manual,22.84,3298,228.0,2,Yes,Phelpsmouth,13.27
BMW,2015,CNG,Manual,17.28,1432,289.0,2,Yes,Lake Jessicaton,5.04
Toyota,2005,Electric,Automatic,21.3,2378,107.0,2,No,West Carlyhaven,14.39
Hyundai,2014,Diesel,Manual,24.11,1876,,4,Yes,Lake Kevin,16.05
Mahindra,2013,Petrol,Manual,14.53,3080,267.0,4,No,Lopezview,9.54
Mahindra,2008,CNG,Automatic,20.99,2630,120.0,3,No,South Brianmouth,9.15
Ford,2010,Petrol,Automatic,16.4,2698,176.0,4,Yes,Turnerland,4.17
Honda,2020,CNG,Automatic,9.14,999,298.0,1,Yes,Joefort,3.7
Honda,2006,CNG,Manual,19.91,1473,107.0,2,Yes,North George,9.19
Ford,2022,CNG,Manual,20.4,1348,304.0,1,Yes,New Melissaport,13.83
Kia,2014,CNG,Automatic,11.8,1736,64.0,3,No,West Kristen,5.81
Honda,2021,Petrol,Manual,16.18,2944,159.0,3,No,Joshuamouth,16.83
BMW,2017,Electric,Manual,15.51,848,264.0,4,,Brittneyport,5.56
Toyota,2022,CNG,Automatic,21.24,1695,239.0,2,No,Josephburgh,8.92
Mahindra,2017,Diesel,Manual,11.8,3369,76.0,1,Yes,Williamsbury,8.93
Mahindra,2021,CNG,Automatic,18.43,2887,149.0,3,No,North Nicholasview,7.59
BMW,2009,Petrol,Manual,8.64,1713,167.0,3,Yes,Deniseville,-0.18
Honda,2015,CNG,Automatic,19.52,1976,249.0,1,No,Zunigaburgh,5.52
Mahindra,2011,Diesel,Manual,18.5,3400,239.0,3,Yes,South Chelsea,8.8
Hyundai,2014,Petrol,Manual,15.96,1475,308.0,1,,Tammyton,7.62
Toyota,2021,CNG,Automatic,23.71,1569,310.0,2,Yes,Port Kelly,10.54
Toyota,2019,Diesel,Automatic,7.51,1010,,4,Yes,Johnborough,11.03
Mahindra,2022,Petrol,Automatic,17.93,3280,156.0,1,No,North Eric,7.04
Ford,2023,CNG,Automatic,22.79,3412,281.0,2,Yes,Haynesburgh,4.15
Mahindra,2006,Diesel,Manual,18.52,946,203.0,1,Yes,West Kevinhaven,14.19
Ford,2008,Petrol,Automatic,23.46,2322,66.0,3,No,Angelbury,2.58
Mahindra,2007,CNG,Automatic,16.2,3129,60.0,2,No,Lake Kimberlybury,5.62
Hyundai,2011,Petrol,Automatic,17.33,1294,117.0,1,Yes,Marktown,4.6
Kia,2022,Diesel,Automatic,22.93,3256,149.0,2,,South Valerie,10.99
Toyota,2014,CNG,Automatic,21.58,2449,134.0,1,No,Marquezshire,13.27
Mahindra,2011,CNG,Manual,27.6,3120,302.0,1,Yes,Lake Mario,7.31
Hyundai,2012,CNG,Automatic,18.41,3305,178.0,2,Yes,Port Kenneth,8.92
Ford,2010,Diesel,Automatic,18.8,1943,106.0,2,Yes,New Curtisstad,9.72
Ford,2005,Electric,Automatic,16.15,845,227.0,2,,West Timothy,15.22
Toyota,2008,CNG,Manual,17.18,1110,86.0,3,Yes,Shawnmouth,0.91
BMW,2018,Diesel,Manual,22.31,3409,60.0,4,No,Hawkinsville,10.98
Mahindra,2021,Petrol,Manual,18.0,1130,233.0,1,No,Port Ralph,9.51
Honda,2022,Petrol,Automatic,14.77,810,226.0,1,Yes,East Elizabeth,6.52
Ford,2015,Diesel,Automatic,16.5,1707,77.0,2,Yes,Stevenland,9.3
Kia,2018,Electric,Manual,17.64,2200,150.0,1,Yes,Lake Adam,10.96
Kia,2013,Diesel,Manual,15.03,2391,261.0,4,Yes,Thomasfurt,10.33
Ford,2019,Petrol,Automatic,16.17,807,80.0,4,No,North Samanthastad,16.63
BMW,2016,Petrol,Automatic,14.0,1783,215.0,1,No,South Laura,8.51
BMW,2014,CNG,Automatic,16.31,2550,73.0,1,Yes,Jimenezfort,8.11
Hyundai,2023,Electric,Manual,22.66,2193,79.0,2,No,West Lee,7.27
Kia,2023,Diesel,Automatic,18.19,1365,303.0,4,No,Richardsonmouth,10.21
Hyundai,2010,Petrol,Automatic,27.85,3120,232.0,1,Yes,Garciastad,7.87
Kia,2010,Petrol,Manual,,1700,181.0,4,Yes,New Samantha,8.05
Mahindra,2012,Petrol,Manual,19.94,2978,243.0,1,No,North Andreastad,8.07
Mahindra,2005,Diesel,Manual,18.89,3481,,3,No,Jamesside,7.46
Honda,2021,Diesel,Automatic,20.6,913,218.0,4,No,Wilsonfort,5.57
Mahindra,2021,Electric,Manual,15.58,1331,108.0,3,No,Shermanport,9.67
Honda,2019,CNG,Manual,16.53,2322,240.0,2,Yes,Josephshire,6.86
Mahindra,2011,CNG,Automatic,19.63,1844,200.0,4,No,Kristintown,10.45
Toyota,2023,CNG,Automatic,15.98,2543,77.0,1,Yes,Jacksonside,8.44
Mahindra,2007,Petrol,Manual,10.91,832,199.0,1,No,Toddville,6.45
Hyundai,2015,CNG,Automatic,23.24,932,131.0,3,No,South Zacharyville,14.26
Ford,2023,Petrol,Manual,21.55,2526,,4,Yes,Leachstad,7.59
Hyundai,2013,Electric,Automatic,16.33,1774,,4,Yes,Travisland,10.49
Ford,2014,Petrol,Automatic,18.87,825,254.0,4,No,Manningmouth,5.2
BMW,2006,Electric,Manual,22.03,3448,,2,No,West James,-0.1
Hyundai,2005,Electric,Manual,23.38,1344,85.0,4,Yes,Stephanieland,5.73
BMW,2020,CNG,Manual,18.42,2061,118.0,2,No,Barrettchester,-0.55
Honda,2022,CNG,Automatic,15.66,2865,111.0,1,Yes,Morrisshire,7.05
Honda,2021,Petrol,Manual,,1733,208.0,3,Yes,Smithland,13.87
Toyota,2010,Diesel,Automatic,18.38,3136,166.0,3,No,West Leonard,4.38
Mahindra,2018,CNG,Automatic,17.41,1850,118.0,4,No,New Wayne,-0.42
Hyundai,2019,CNG,Manual,19.05,1616,,3,Yes,North Alexander,14.0
BMW,2018,Diesel,Automatic,22.62,2734,78.0,4,Yes,Lake Rhondamouth,6.1
Ford,2007,Diesel,Automatic,17.84,907,225.0,1,Yes,Jonesberg,7.94
Honda,2023,CNG,Manual,21.94,1747,84.0,1,Yes,North Loriberg,11.15
Mahindra,2016,Diesel,Automatic,17.17,1537,63.0,1,Yes,Stephaniestad,10.09
Honda,2006,Petrol,Automatic,20.44,3171,62.0,3,Yes,West Joseph,11.0
Ford,2007,Electric,Manual,14.21,1592,86.0,4,No,Meganshire,11.6
Mahindra,2022,Electric,Manual,22.28,2667,278.0,2,No,Brandyshire,1.02
Mahindra,2005,CNG,Automatic,15.3,2155,103.0,1,Yes,New Kimberlychester,2.34
BMW,2010,CNG,Automatic,19.84,2185,271.0,1,No,North Aaronburgh,12.68
BMW,2009,Petrol,Automatic,12.05,1088,111.0,2,Yes,Johnsonshire,4.87
Hyundai,2005,Diesel,Automatic,18.1,2267,212.0,2,Yes,Madisonborough,5.31
Hyundai,2023,CNG,Manual,18.75,1860,261.0,3,Yes,Juliahaven,2.95
Kia,2005,Electric,Automatic,15.27,2171,70.0,1,No,Jenniferport,6.38
Kia,2020,Petrol,Automatic,17.56,842,127.0,3,No,Hughesmouth,6.6
Toyota,2016,Petrol,Automatic,19.05,1949,286.0,1,Yes,Carlosshire,4.25
Honda,2012,Diesel,Automatic,20.25,2856,180.0,3,Yes,Lake Sherry,3.79
Hyundai,2020,CNG,Manual,18.4,3031,,3,No,East Barbara,9.27
BMW,2005,CNG,Automatic,23.33,1876,116.0,2,No,New Shaunfurt,4.77
Ford,2008,Petrol,Manual,22.63,2673,123.0,4,Yes,Port Rickyhaven,5.57
BMW,2014,Electric,Manual,17.88,1332,289.0,4,Yes,West Marilynstad,-0.75
Honda,2015,CNG,Manual,12.68,2118,70.0,4,No,South Renee,15.75
Kia,2021,Electric,Manual,16.05,2031,180.0,1,No,Lake Tina,11.77
BMW,2011,Petrol,Manual,9.08,2300,283.0,2,Yes,Fosterfort,6.02
Toyota,2016,CNG,Automatic,,2793,284.0,2,Yes,East Amyfurt,4.4
Honda,2011,Electric,Manual,23.61,1753,184.0,2,Yes,East Bradleystad,8.04
Kia,2016,Petrol,Manual,21.16,868,207.0,1,Yes,Lake Charles,7.93
Ford,2019,Electric,Manual,18.33,2666,287.0,3,Yes,Jessicashire,2.9
Kia,2006,CNG,Automatic,15.09,2748,89.0,3,Yes,Lake Markville,-2.2
Mahindra,2018,Diesel,Manual,18.49,1100,69.0,4,No,Andrewchester,5.9
Toyota,2017,Electric,Automatic,26.52,826,113.0,4,No,Amandaburgh,1.75
Honda,2008,Diesel,Manual,23.95,3400,245.0,1,No,Wolfborough,8.69
Ford,2018,CNG,Manual,17.4,2953,266.0,1,Yes,Lake Michelle,8.71
Toyota,2018,Diesel,Automatic,12.07,1385,314.0,4,Yes,East Mary,4.11
Kia,2020,Petrol,Automatic,26.83,3419,,3,,Port Emmaview,5.86
Toyota,2011,Diesel,Automatic,15.08,1609,188.0,3,No,Port Matthewchester,15.05
Honda,2023,Electric,Manual,20.12,1433,117.0,2,Yes,Lucerostad,11.1
Hyundai,2006,Electric,Automatic,11.77,2538,254.0,4,No,Dennisborough,6.19
Toyota,2014,Diesel,Automatic,16.71,1458,,4,No,Huangtown,17.17
Mahindra,2022,Petrol,Automatic,11.75,2039,148.0,3,Yes,East Nicole,3.21
Toyota,2021,CNG,Automatic,13.35,3168,140.0,2,No,Moralesland,4.75
Kia,2009,Diesel,Automatic,14.3,1259,245.0,4,No,Millerchester,7.56
Kia,2016,Electric,Manual,19.91,3426,138.0,3,No,Lake Kayla,1.88
Ford,2010,Electric,Automatic,17.62,959,204.0,3,Yes,South Beth,15.16
Kia,2013,Diesel,Manual,28.85,1263,188.0,3,Yes,Jacobfurt,8.73
BMW,2005,Diesel,Automatic,22.54,1797,73.0,2,No,Andrewschester,4.84
Honda,2019,Diesel,Automatic,22.62,2345,178.0,2,No,Lake Lori,9.79
Honda,2010,CNG,Manual,20.01,3088,61.0,3,Yes,Davidside,8.58
Hyundai,2023,Electric,Manual,19.1,1735,63.0,2,Yes,Jamesmouth,6.78
Hyundai,2022,Electric,Manual,22.76,2478,303.0,2,Yes,North Andrew,3.17
Honda,2010,Electric,Manual,8.48,1664,125.0,2,Yes,East Kevinshire,2.26
Mahindra,2017,CNG,Automatic,15.51,1990,305.0,2,Yes,Brendashire,16.75
Hyundai,2005,Petrol,Manual,12.56,3497,149.0,1,No,East Kennethtown,2.59
Ford,2017,Electric,Automatic,10.46,3174,,4,Yes,Markland,14.79
Kia,2011,Electric,Automatic,,1664,119.0,4,No,Michaelton,4.62
Honda,2019,Petrol,Automatic,13.41,3376,291.0,2,,Lake Courtney,11.16
Hyundai,2016,CNG,Manual,22.78,2096,235.0,3,Yes,Joelmouth,9.86
Honda,2005,Petrol,Manual,18.37,2735,,4,,Port Ashley,10.66
BMW,2019,Petrol,Manual,9.96,1133,257.0,2,Yes,New Jacob,10.93
Toyota,2008,Petrol,Automatic,19.26,2443,119.0,4,No,Johnsontown,1.55
Kia,2017,Petrol,Manual,,3197,142.0,3,Yes,West Thomas,5.29
Honda,2009,CNG,Manual,18.25,3021,133.0,2,No,North Timothy,2.53
Toyota,2006,CNG,Automatic,19.57,2963,85.0,3,Yes,South Karen,8.76
Hyundai,2005,Petrol,Manual,15.0,2518,302.0,4,No,Andrewberg,2.71
Toyota,2020,Diesel,Automatic,18.87,3208,175.0,1,No,West Dannyburgh,0.08
Kia,2010,Diesel,Manual,19.61,2489,,3,Yes,South Jimmyfurt,7.05
Honda,2020,Diesel,Manual,17.34,2582,173.0,2,Yes,West Vernon,-0.84
BMW,2018,Diesel,Manual,15.12,2923,97.0,2,No,Royport,9.03
Mahindra,2007,Electric,Manual,,1904,136.0,3,No,Port Duaneville,2.97
Hyundai,2019,CNG,Manual,17.44,871,161.0,1,Yes,New Justin,4.64
Honda,2007,CNG,Automatic,19.27,1251,71.0,4,No,Washingtonport,-1.12
Kia,2006,Petrol,Manual,16.94,2578,108.0,4,No,West Sean,14.6
Hyundai,2005,Electric,Manual,13.23,3214,313.0,4,Yes,Cooperland,2.15
Ford,2013,Petrol,Manual,17.32,1625,308.0,4,Yes,East Matthew,6.54
Toyota,2013,Petrol,Manual,19.31,2135,131.0,4,,East Keithberg,0.83
Mahindra,2011,CNG,Manual,18.74,2957,256.0,2,No,Snydermouth,4.66
Kia,2007,Electric,Manual,,851,312.0,2,Yes,South Sierra,15.01
Ford,2022,Diesel,Manual,16.05,2762,281.0,3,Yes,West Christopher,9.19
Honda,2015,CNG,Automatic,15.85,1266,119.0,3,Yes,Coryfort,5.11
BMW,2011,Electric,Automatic,16.26,2474,216.0,4,No,West Randallport,7.86
Hyundai,2013,Electric,Manual,22.3,2732,261.0,4,Yes,Cookton,5.76
Toyota,2005,CNG,Automatic,,2161,94.0,4,No,Lewisland,7.63
Hyundai,2018,CNG,Manual,18.36,1586,314.0,1,Yes,Josephmouth,10.98
Mahindra,2010,Petrol,Automatic,12.97,1355,82.0,3,Yes,Ronaldmouth,6.68
Honda,2011,Petrol,Manual,21.06,2839,224.0,2,No,Lake Kristy,8.88
Hyundai,2014,Petrol,Manual,15.86,3106,87.0,4,Yes,Brianaview,8.95
Toyota,2011,Diesel,Automatic,14.7,2562,112.0,3,No,West Wendyhaven,6.7
Honda,2006,CNG,Manual,18.86,2912,144.0,1,Yes,West Josephbury,5.06
Hyundai,2008,Electric,Automatic,8.16,3010,183.0,1,Yes,Heatherstad,5.9
BMW,2021,CNG,Manual,12.8,2501,266.0,4,Yes,West Johnny,10.8
Kia,2005,Electric,Manual,19.44,2886,224.0,2,Yes,South Colleen,11.13
Honda,2014,Diesel,Manual,22.06,3167,106.0,3,Yes,East Tiffanymouth,3.45
Kia,2023,CNG,Manual,19.8,3207,215.0,2,No,North Andrew,6.96
Honda,2019,Electric,Automatic,18.56,3116,64.0,4,No,Port Stanley,4.99
BMW,2014,Electric,Manual,27.64,3171,141.0,4,No,Robertsberg,11.2
Kia,2023,Petrol,Automatic,19.97,3173,178.0,1,Yes,West Dylanberg,6.12
Ford,2016,Diesel,Automatic,13.82,2410,184.0,1,Yes,Edwardshaven,16.8
Toyota,2020,CNG,Manual,22.1,1056,274.0,3,Yes,East Sherryfurt,8.87
Ford,2013,Petrol,Manual,15.44,3047,87.0,4,Yes,New Rhondachester,12.73
Hyundai,2019,Diesel,Automatic,15.17,1409,84.0,4,No,Jeremiahview,3.94
BMW,2021,Petrol,Automatic,12.48,1927,66.0,3,No,Port Douglasville,8.05
Ford,2018,CNG,Manual,16.35,2195,253.0,2,Yes,Lake Rhonda,10.46
Honda,2022,Electric,Automatic,13.08,1704,139.0,1,No,Laraberg,3.87
Hyundai,2006,CNG,Automatic,20.23,963,95.0,4,Yes,Birdton,8.08
Hyundai,2008,Diesel,Automatic,17.5,1936,317.0,4,Yes,South Julieview,12.21
Ford,2022,CNG,Manual,12.56,1414,,2,Yes,New Megan,6.69
Ford,2011,Diesel,Automatic,17.68,2825,261.0,2,No,Lake Aprilhaven,4.59
BMW,2017,Petrol,Automatic,21.98,905,73.0,2,Yes,Matthewport,15.21
Toyota,2019,Diesel,Automatic,24.49,1498,214.0,1,,Freemanmouth,3.31
Ford,2005,Electric,Automatic,10.84,1163,144.0,3,No,Santosshire,8.62
Mahindra,2015,Electric,Manual,14.89,2821,,4,Yes,South Stephanie,5.17
Ford,2014,Electric,Manual,12.84,1952,156.0,1,No,Johnsbury,4.25
Kia,2009,Petrol,Automatic,19.41,1498,,2,Yes,Hansenland,10.97
Honda,2020,Diesel,Automatic,12.36,1546,248.0,4,No,South Robinshire,7.18
Mahindra,2015,Petrol,Automatic,22.24,2775,141.0,4,Yes,New Virginia,9.62
Mahindra,2010,CNG,Manual,22.81,2443,239.0,1,Yes,West Robertside,-1.02
Kia,2013,CNG,Manual,21.27,1760,,2,Yes,South Jessica,10.01
Kia,2017,CNG,Automatic,15.13,1008,269.0,2,Yes,Port James,5.12
Hyundai,2012,CNG,Automatic,15.38,2111,308.0,3,Yes,North Brandifort,0.48
Toyota,2018,Electric,Manual,16.17,2691,131.0,2,No,Grosstown,15.54
Honda,2005,Diesel,Automatic,22.42,1976,220.0,1,Yes,Fryehaven,10.4
