Machine_ID,Machine_Type,Factory_Location,Operating_Hours_Per_Day,Energy_Consumption_kWh,Production_Output_Units,Defect_Rate_Percent,Maintenance_Level,Temperature_Celsius,Worker_Count,Downtime_Hours_Per_Month,Shift_Type,Last_Service_Date,Supervisor_Name,Efficiency_Score
MCH-2548,3D Printer,Pune,20,349.94,186,14.3,Medium,21.1,21,6.8,Morning,2022-11-03,,67.69
MCH-2549,Packaging Unit,Vadodara,6,457.82,1196,5.63,,20.8,26,1.2,Evening,2022-04-13,Patrick,97.21
MCH-2550,Laser Cutter,Pune,8,217.31,1732,10.47,Low,29.8,27,3.9,Evening,2025-01-03,Shannon,90.45
MCH-2551,CNC,Rajkot,12,480.18,484,10.4,Low,41.0,2,24.3,Morning,2025-01-16,Angelica,65.54
MCH-2552,Laser Cutter,Surat,22,889.79,1935,11.59,High,29.3,6,5.4,Morning,2023-05-15,Steven,87.89
MCH-2553,Laser Cutter,Vadodara,17,870.29,1099,6.4,High,32.3,17,4.2,morning,2023-05-08,Gary,92.18
MCH-2554,CNC,Surat,7,798.39,1383,6.45,Low,32.3,29,2.4,Night,2022-06-04,Brian,95.8
MCH-2555,Robotic Arm,Vadodara,13,250.53,1266,4.69,Low,28.9,12,3.1,Night,2024-05-01,Morgan,98.64
MCH-2556,3D Printer,Vadodara,17,746.83,1021,4.7,Medium,37.5,9,5.3,Night,2023-12-27,Kimberly,94.33
MCH-2557,3D Printer,Pune,19,810.1,669,3.36,Medium,,18,20.1,Morning,2024-10-15,Charles,83.63
MCH-2558,Packaging Unit,Surat,18,492.37,1150,1.45,High,23.9,23,0.7,Morning,2022-04-09,John,105.49
MCH-2559,3D Printer,Pune,13,872.28,1208,12.82,Medium,32.4,24,9.5,Morning,2022-08-08,Michelle,76.53
MCH-2560,,Surat,17,1009.21,213,10.16,Low,31.5,4,0.5,Morning,2023-03-08,Susan,79.66
MCH-2561,Robotic Arm,Vadodara,22,491.1,770,8.12,Medium,,26,5.9,Morning,2022-09-17,Alexandria,85.35
MCH-2562,3D Printer,Vadodara,16,1906.02,1334,0.76,Low,33.7,4,18.0,Morning,2024-07-23,Dylan,94.27
MCH-2563,,Rajkot,17,1919.36,50,7.14,Medium,26.4,9,73.19999999999999,Night,2022-03-15,David,77.25
MCH-2564,,Surat,11,888.95,1986,12.98,High,22.5,7,1.8,Morning,2025-02-13,Victoria,88.06
MCH-2565,Packaging Unit,Pune,8,196.19,1359,3.34,High,27.3,6,3.0,Night,2023-09-26,Brian,102.26
MCH-2566,Packaging Unit,Ahmedabad,22,237.32,813,1.16,High,38.6,27,10.6,Evening,2022-12-05,Brian,96.7
MCH-2567,CNC,Rajkot,14,948.93,1691,0.68,Medium,28.6,2,18.3,Evening,2024-01-16,Darryl,98.57
MCH-2568,3D Printer,Vadodara,22,1639.72,324,13.17,Low,34.2,18,5.1,Evening,2022-12-18,Sara,70.45
MCH-2569,Laser Cutter,Surat,13,722.77,256,6.12,Low,32.2,18,8.5,Morning,2022-03-16,Thomas,82.91
MCH-2570,3D Printer,Rajkot,23,894.52,1542,0.95,Medium,27.6,11,1.0,Evening,2023-04-01,Erica,108.97
MCH-2571,CNC,Surat,15,359.84,1554,0.95,Medium,32.1,17,3.6,Morning,2025-04-03,April,108.02
MCH-2572,,Ahmedabad,4,583.65,848,2.85,High,46.9,21,0.4,Night,2022-07-12,Rachael,100.25
MCH-2573,,Ahmedabad,13,470.74,781,5.25,Medium,22.6,26,4.8,Night,2024-04-23,Ryan,91.98
MCH-2574,CNC,Surat,22,237.07,957,14.1,Medium,31.4,11,7.3,Night,2025-04-12,Brandon,74.33
MCH-2575,Robotic Arm,Pune,19,1170.62,606,8.84,High,36.1,8,3.1,Night,2024-02-19,Nancy,83.53
MCH-2576,Robotic Arm,Pune,10,,1494,9.06,Medium,34.2,22,10.5,Evening,2023-09-07,Brenda,85.93
MCH-2577,CNC,Surat,16,,1894,0.63,Medium,20.0,22,5.6,Morning,2022-07-03,Roy,108.61
MCH-2578,Packaging Unit,Ahmedabad,17,639.76,1733,0.97,High,28.9,9,1.2,Night,2023-09-08,Heather,110.75
MCH-2579,3D Printer,Rajkot,4,917.07,1200,14.93,Medium,21.8,17,2.1,Evening,2024-05-01,Lisa,77.36
MCH-2580,3D Printer,Vadodara,23,,1948,14.07,High,32.3,14,3.6,Evening,2022-01-13,Michael,84.2
MCH-2581,Robotic Arm,Surat,15,657.57,1182,11.37,Low,31.9,2,1.4,Night,2022-04-25,Brian,85.19
MCH-2582,,Rajkot,7,949.86,364,11.91,,22.6,15,17.6,Night,2024-05-06,Ronald,65.54
MCH-2583,Packaging Unit,Surat,17,1194.81,278,7.85,Low,25.1,2,0.9,Evening,2023-01-02,Albert,84.28
MCH-2584,Robotic Arm,Vadodara,9,1758.56,1405,8.88,High,35.9,8,14.4,morning,2024-03-01,Ethan,81.36
MCH-2585,Robotic Arm,Vadodara,15,2017.03,1034,3.35,Medium,21.3,25,12.8,Night,2025-02-26,Brooke,90.08
MCH-2586,3D Printer,Surat,11,1591.66,1487,13.17,High,34.2,3,9.3,Night,2023-06-27,Eric,77.27
MCH-2587,Laser Cutter,Ahmedabad,14,182.44,274,0.19,High,21.6,3,6.7,Morning,2022-07-12,Chad,96.95
MCH-2588,CNC,Ahmedabad,8,526.32,687,2.95,Medium,26.5,24,3.1,Morning,2023-05-08,Connie,96.9
MCH-2589,3D Printer,Pune,13,338.64,603,12.61,Medium,24.4,29,0.0,Night,2023-08-12,Mariah,79.32
MCH-2590,3D Printer,Surat,7,191.8,822,8.32,Low,30.9,3,10.8,Evening,2022-11-02,Stephanie,82.38
MCH-2591,,Pune,11,1156.84,857,5.19,,30.4,6,1.1,Evening,2025-01-13,Kelly,94.34
MCH-2592,Laser Cutter,Rajkot,7,528.32,614,2.32,Low,28.7,9,14.8,Evening,2023-03-04,Heather,89.36
MCH-2593,,Ahmedabad,9,336.92,485,13.19,Medium,24.0,29,10.9,Night,2022-01-22,Jeffrey,69.55
MCH-2594,3D Printer,Vadodara,4,1133.71,961,3.67,Low,36.4,5,5.6,Evening,2024-01-22,Rebecca,95.13
MCH-2595,3D Printer,Pune,7,495.81,1213,7.6,Low,26.4,27,7.4,Evening,2023-05-03,Heather,89.02
MCH-2596,Robotic Arm,Ahmedabad,4,438.25,769,10.44,Low,32.3,19,17.2,Morning,2023-10-10,Jennifer,72.86
MCH-2597,Robotic Arm,Pune,8,885.04,145,3.59,,38.6,3,25.3,Morning,2024-07-15,Juan,75.05
MCH-2598,3D Printer,Ahmedabad,18,1185.54,675,14.91,Low,21.4,11,5.0,Evening,2023-07-19,Jason,70.61
MCH-2599,3D Printer,Vadodara,17,1300.97,1224,2.3,High,21.0,6,1.5,Night,2024-03-29,Amanda,102.69
MCH-2600,Packaging Unit,Vadodara,22,,1246,10.72,High,33.9,13,8.0,Night,2022-01-23,Eric,82.37
MCH-2601,Robotic Arm,Ahmedabad,13,1182.68,1404,1.28,Low,28.5,25,5.3,Evening,2024-10-31,,103.74
MCH-2602,Packaging Unit,Pune,4,433.2,412,9.56,HIGH,,21,8.9,Morning,2023-06-24,Alexis,77.46
MCH-2603,CNC,Pune,8,1404.76,224,10.04,High,31.8,15,11.3,morning,2022-10-25,Michael,71.87
MCH-2604,Laser Cutter,Vadodara,12,476.04,546,8.59,Medium,20.0,8,0.4,Evening,2024-12-24,Stephanie,86.41
MCH-2605,Packaging Unit,Ahmedabad,7,429.37,97,0.62,Medium,26.0,24,8.3,Night,2024-05-17,Stephen,93.14
MCH-2606,CNC,Rajkot,23,500.85,104,4.3,Medium,39.4,12,4.9,Night,2022-11-22,Anna,88.12
MCH-2607,Packaging Unit,Surat,9,957.11,506,2.89,Medium,,6,3.7,Morning,2024-09-23,Andrew,94.48
MCH-2608,CNC,Vadodara,19,721.27,731,13.5,HIGH,,8,35.2,Morning,2024-08-04,Stephen,53.42
MCH-2609,Packaging Unit,Vadodara,16,,506,2.66,Low,,21,1.0,Evening,2024-03-13,Caitlin,96.02
MCH-2610,Laser Cutter,Rajkot,5,1230.12,1402,3.0,Low,40.1,23,8.0,Evening,2023-08-16,Cody,98.33
MCH-2611,CNC,Ahmedabad,4,916.12,1490,3.98,Low,28.6,17,0.4,Morning,2022-08-26,Jeffrey,102.87
MCH-2612,3D Printer,Ahmedabad,22,945.3,548,8.65,Low,20.9,16,4.7,Evening,2024-06-23,Jay,82.63
MCH-2613,Packaging Unit,Ahmedabad,18,799.41,1056,3.81,High,25.3,4,2.1,Evening,2024-04-26,Andres,98.57
MCH-2614,3D Printer,Ahmedabad,8,977.1,539,9.87,High,39.7,12,12.7,Evening,2024-03-30,Adam,74.47
MCH-2615,CNC,Pune,4,660.82,557,6.18,High,36.7,7,1.8,Morning,2024-02-02,Craig,90.08
MCH-2616,Robotic Arm,Ahmedabad,22,278.23,1151,14.94,,33.9,4,0.6,Evening,2022-02-20,Linda,78.89
MCH-2617,CNC,Rajkot,4,480.23,472,12.06,Medium,32.4,14,20.4,Morning,2024-10-04,Daniel,64.85
MCH-2618,Robotic Arm,Rajkot,18,442.0,707,12.91,High,26.1,10,4.4,Evening,2024-06-23,Betty,76.36
MCH-2619,Laser Cutter,Pune,7,339.49,1027,12.69,Low,29.5,21,4.8,Night,2022-08-12,Kathryn,79.33
MCH-2620,Laser Cutter,Vadodara,22,,293,1.92,High,31.6,3,0.9,Morning,2024-10-13,Joanna,97.2
MCH-2621,3D Printer,Pune,9,1277.96,1886,9.84,Medium,24.8,6,18.9,Evening,2024-08-28,Doris,80.98
MCH-2622,Packaging Unit,Vadodara,12,574.86,555,13.25,Low,25.9,11,1.0,Evening,2023-07-13,Kristin,76.6
MCH-2623,3D Printer,Ahmedabad,20,459.51,1573,14.94,High,33.1,17,21.6,Morning,2022-01-04,Whitney,67.45
MCH-2624,,Surat,16,550.05,410,14.31,Low,,28,6.8,Night,2022-01-02,Michael,69.25
MCH-2625,CNC,Ahmedabad,11,964.41,1975,11.69,Medium,36.1,12,26.7,Evening,2023-08-22,Tara,73.01
MCH-2626,Robotic Arm,Vadodara,16,466.33,762,1.16,HIGH,21.0,19,8.5,Evening,2022-02-21,Melissa,97.41
MCH-2627,CNC,Ahmedabad,4,446.13,1068,9.62,Low,42.4,3,11.2,Evening,2023-08-31,Susan,81.18
MCH-2628,3D Printer,Pune,11,586.06,778,11.34,Medium,29.4,21,11.2,Evening,2022-07-18,Bryce,75.13
MCH-2629,Laser Cutter,Pune,16,363.51,972,5.03,Low,27.6,29,15.6,Morning,2023-12-11,Joann,86.6
MCH-2630,CNC,Surat,21,280.47,1057,11.83,High,22.4,17,4.5,Night,2024-04-05,Daniel,81.6
MCH-2631,CNC,Ahmedabad,8,793.48,697,1.38,High,32.8,4,26.0,Night,2023-10-17,Jack,83.71
MCH-2632,Packaging Unit,Ahmedabad,13,1087.55,1276,2.47,Medium,29.0,11,0.1,Morning,2022-02-24,Johnny,104.07
MCH-2633,Robotic Arm,Pune,13,404.73,1666,12.44,,36.7,2,9.5,Morning,2023-07-10,Melissa,81.78
MCH-2634,Packaging Unit,Vadodara,6,246.71,913,6.47,High,24.1,28,0.2,Night,2022-03-23,Kaitlin,94.18
MCH-2635,Packaging Unit,Vadodara,21,515.45,302,9.44,High,23.3,29,30.0,Evening,2024-08-25,Lisa,61.9
MCH-2636,CNC,Rajkot,9,307.69,778,4.92,,24.5,18,0.6,Evening,2024-09-10,John,95.78
MCH-2637,Packaging Unit,Rajkot,9,386.52,976,2.16,Low,28.6,13,18.3,Morning,2023-05-02,Christopher,90.45
MCH-2638,CNC,Vadodara,11,1100.46,1336,12.15,,27.1,25,4.6,Evening,2025-04-07,,82.04
MCH-2639,3D Printer,Ahmedabad,9,1345.84,1328,4.87,Low,29.7,2,3.6,Evening,2022-01-05,Felicia,96.88
MCH-2640,Packaging Unit,Rajkot,10,1185.61,169,0.19,Low,33.4,25,11.5,Evening,2023-08-22,Heather,91.28
MCH-2641,Laser Cutter,Rajkot,22,467.39,1454,6.87,Medium,28.7,3,0.3,Night,2024-03-16,Sharon,97.5
MCH-2642,Packaging Unit,Ahmedabad,18,169.53,911,7.9,HIGH,30.2,16,3.6,Evening,2022-05-03,John,89.03
MCH-2643,CNC,Rajkot,14,523.51,1234,4.78,High,37.2,22,21.0,Night,2024-08-20,Kayla,85.28
MCH-2644,CNC,Rajkot,18,448.04,471,13.95,Low,41.8,13,21.2,Evening,2022-10-25,,60.54
MCH-2645,CNC,Pune,7,1232.26,873,10.57,,31.4,13,13.8,Night,2022-05-12,Brandi,74.71
MCH-2646,CNC,Surat,15,751.73,1090,12.22,High,33.1,24,5.6,Night,2024-05-05,Heather,79.65
MCH-2647,3D Printer,Vadodara,17,1051.39,901,13.2,High,28.1,26,2.8,Evening,2024-02-15,Maria,77.65
MCH-2648,,Ahmedabad,15,440.58,414,3.62,High,28.4,17,12.0,Night,2022-10-28,Steven,87.18
MCH-2649,3D Printer,Surat,22,1094.53,154,7.53,,,24,3.7,Evening,2022-01-16,Kristin,82.07
MCH-2650,3D Printer,Surat,6,748.51,384,6.99,Low,22.9,19,3.8,Morning,2023-07-13,Kristen,85.49
MCH-2651,CNC,Pune,4,460.66,1032,10.71,Medium,26.6,19,0.3,Morning,2025-02-03,Sandra,86.31
MCH-2652,Laser Cutter,Vadodara,22,333.92,603,5.13,Medium,34.1,9,1.5,Morning,2023-02-26,Renee,93.24
MCH-2653,Laser Cutter,Ahmedabad,18,471.34,273,7.07,Low,27.5,22,4.9,morning,2023-12-07,Spencer,84.03
MCH-2654,3D Printer,Surat,22,1007.25,1720,1.83,Low,34.5,2,9.7,Evening,2023-03-14,Ruth,102.44
MCH-2655,Packaging Unit,Pune,12,299.23,109,4.63,Low,35.3,28,5.2,Night,2024-08-01,Calvin,87.58
MCH-2656,Laser Cutter,Pune,7,722.47,1743,11.34,Low,31.0,4,3.4,Morning,2022-10-01,Glenn,88.43
MCH-2657,Packaging Unit,Surat,5,1022.44,1152,11.39,Medium,31.3,10,0.7,Evening,2023-02-23,Tammy,84.87
MCH-2658,Packaging Unit,Pune,21,738.93,971,5.39,Medium,26.8,29,48.7,Morning,2024-05-07,Mary,62.17
MCH-2659,Packaging Unit,Surat,7,1070.88,341,10.61,High,28.8,6,7.4,Morning,2022-06-23,Joshua,74.91
MCH-2660,Laser Cutter,Surat,9,690.81,1452,2.02,High,26.6,17,27.9,Morning,2024-12-12,Mary,87.54
MCH-2661,Robotic Arm,Ahmedabad,15,474.64,1457,13.06,Low,35.7,13,8.7,Morning,2023-04-08,David,79.25
MCH-2662,Laser Cutter,Ahmedabad,8,650.34,1840,2.33,Medium,18.1,20,2.7,Morning,2025-03-25,Jessica,107.85
MCH-2663,Robotic Arm,Vadodara,23,457.75,169,2.66,Medium,24.7,4,1.5,Evening,2025-02-13,Elizabeth,94.38
MCH-2664,Robotic Arm,Vadodara,7,913.89,1871,2.27,Medium,23.2,18,0.6,Night,2025-03-31,Richard,109.33
MCH-2665,CNC,Vadodara,18,593.91,763,5.27,High,29.7,11,1.5,Morning,2024-12-12,Donald,93.92
MCH-2666,Packaging Unit,Pune,19,1261.3,941,0.7,Low,33.3,21,8.7,Evening,2024-01-14,Sandra,98.55
MCH-2667,Packaging Unit,Rajkot,8,589.39,1341,12.56,HIGH,28.2,17,24.3,Morning,2022-10-05,Andrew,68.2
MCH-2668,3D Printer,Rajkot,13,876.59,966,4.33,Low,35.7,21,0.1,Morning,2022-09-22,Kerri,98.07
MCH-2669,CNC,Ahmedabad,18,649.75,104,2.26,High,35.6,28,21.9,Morning,2024-04-24,Lee,80.09
MCH-2670,Robotic Arm,Surat,20,688.28,529,2.57,High,29.7,23,7.5,Evening,2022-09-13,Edward,93.04
MCH-2671,Robotic Arm,Rajkot,13,719.52,1246,11.99,Low,26.5,16,35.8,Evening,2023-12-06,,60.32
MCH-2672,Packaging Unit,Surat,7,601.81,117,0.59,Medium,33.2,24,2.9,Evening,2023-08-06,Sharon,96.91
MCH-2673,Laser Cutter,Surat,11,345.29,379,11.66,Medium,30.8,12,0.3,Morning,2023-04-14,Christopher,79.14
MCH-2674,Packaging Unit,Pune,17,750.23,1842,0.64,High,,27,19.7,Night,2024-03-21,Pamela,99.21
MCH-2675,Robotic Arm,Pune,7,323.89,115,8.6,Medium,32.1,18,4.2,Morning,2022-12-26,Mark,80.36
MCH-2676,Packaging Unit,Surat,22,772.84,966,2.73,Medium,38.5,23,0.1,Morning,2025-01-19,Isaiah,101.42
MCH-2677,Laser Cutter,Vadodara,11,669.33,1703,10.12,Low,27.6,14,1.2,Morning,2025-04-07,,92.16
MCH-2678,Packaging Unit,Surat,5,1361.74,1025,13.43,High,34.5,28,3.6,Evening,2022-03-08,Patrick,77.22
MCH-2679,Robotic Arm,Vadodara,8,1037.16,1216,13.69,Low,28.2,3,3.1,Evening,2022-02-25,Pamela,79.1
MCH-2680,3D Printer,Ahmedabad,9,297.17,1284,0.24,Low,27.4,23,13.9,Morning,2023-06-22,George,100.07
MCH-2681,Robotic Arm,Pune,23,852.5,1152,3.66,,27.2,24,21.9,Evening,2024-10-19,Brent,85.73
MCH-2682,Packaging Unit,Surat,14,643.06,378,10.5,,23.7,22,7.7,Evening,2022-11-01,Elizabeth,75.84
MCH-2683,3D Printer,Vadodara,6,661.79,934,9.46,Medium,31.8,25,21.7,Night,2024-02-12,Kara,72.73
MCH-2684,Robotic Arm,Ahmedabad,4,393.47,381,8.22,Low,23.9,24,1.0,Night,2025-03-22,Michael,85.47
MCH-2685,,Rajkot,15,760.43,248,12.87,Low,35.3,11,0.5,Evening,2022-01-15,Jacob,74.89
MCH-2686,Laser Cutter,Vadodara,14,666.44,1413,12.79,Low,32.1,14,2.0,Night,2023-08-24,Dawn,83.84
MCH-2687,Robotic Arm,Vadodara,20,311.99,1026,2.57,Medium,24.5,25,25.3,Morning,2023-06-08,Mark,85.25
MCH-2688,Laser Cutter,Rajkot,8,193.47,442,6.76,Medium,32.2,2,0.8,Night,2023-08-28,,89.33
MCH-2689,3D Printer,Ahmedabad,22,356.41,672,10.24,High,29.3,23,6.8,Morning,2022-09-27,Benjamin,79.85
MCH-2690,CNC,Pune,21,492.69,1557,6.4,High,38.3,16,8.3,Morning,2023-10-14,James,93.66
MCH-2691,Robotic Arm,Surat,21,664.22,1073,6.09,High,36.9,8,3.1,Evening,2022-09-01,Krista,93.64
MCH-2692,Packaging Unit,Surat,20,534.0,1592,7.78,High,27.5,21,9.9,Evening,2024-08-29,William,90.01
MCH-2693,Robotic Arm,Surat,8,667.07,737,13.47,Low,29.1,26,9.3,Night,2024-06-23,Kendra,71.74
MCH-2694,,Surat,18,654.73,1183,5.83,Medium,37.0,11,11.4,Evening,2023-10-11,John,89.28
MCH-2695,Laser Cutter,Pune,10,1339.88,598,8.73,Low,31.9,26,4.6,Night,2024-01-21,Chris,82.39
MCH-2696,Laser Cutter,Pune,17,650.51,1280,9.66,Low,25.5,15,8.9,Morning,2022-12-24,Thomas,84.19
MCH-2697,Packaging Unit,Pune,10,727.99,1594,7.24,High,46.7,8,12.0,Night,2022-04-27,Rebecca,89.36
MCH-2698,3D Printer,Vadodara,19,493.46,100,12.66,High,37.3,22,5.7,Night,2023-06-16,Christopher,70.82
MCH-2699,,Rajkot,14,234.14,1986,8.79,Low,32.6,22,3.6,Morning,2022-01-27,Regina,96.12
MCH-2700,Robotic Arm,Vadodara,18,525.65,1202,9.22,Medium,24.3,26,4.8,Evening,2022-08-09,Juan,87.47
MCH-2701,Laser Cutter,Pune,14,383.78,833,13.81,High,26.5,13,7.6,Night,2022-12-17,Bonnie,73.45
MCH-2702,3D Printer,Pune,9,831.07,1722,5.02,Low,40.3,20,47.7,Evening,2025-03-06,Jonathan,69.73
MCH-2703,CNC,Rajkot,15,158.41,1958,8.28,High,50.6,23,9.0,Morning,2023-11-27,Stephanie,93.23
MCH-2704,Laser Cutter,Ahmedabad,7,516.34,903,6.67,Low,28.3,11,2.0,Morning,2025-01-07,Anne,92.05
MCH-2705,3D Printer,Ahmedabad,8,1059.55,1063,14.38,HIGH,36.4,7,18.0,Evening,2024-01-04,Matthew,65.98
MCH-2706,Laser Cutter,Surat,6,723.29,403,12.14,High,33.1,15,4.6,Evening,2025-03-28,Luke,74.83
MCH-2707,3D Printer,Vadodara,12,,359,2.43,Low,30.8,3,0.4,Night,2024-08-15,Candace,97.14
MCH-2708,Laser Cutter,Surat,18,982.14,1512,12.98,Low,26.3,25,5.7,Night,2022-03-31,Allen,81.25
MCH-2709,Robotic Arm,Vadodara,13,798.25,1439,12.06,Medium,,28,19.7,Morning,2023-10-14,Spencer,72.94
MCH-2710,,Surat,16,1103.69,1572,11.25,Medium,28.3,12,1.5,Evening,2024-11-11,Steven,87.97
MCH-2711,3D Printer,Ahmedabad,5,625.37,965,9.03,Low,34.5,13,9.5,Morning,2022-05-23,Jenna,82.44
MCH-2712,Laser Cutter,Vadodara,4,562.81,812,2.68,High,23.2,13,4.5,Night,2023-03-15,Jody,97.45
MCH-2713,Robotic Arm,Pune,22,321.83,1251,5.06,Medium,,12,9.9,Evening,2022-10-23,Bryan,92.92
MCH-2714,Robotic Arm,Ahmedabad,21,398.1,289,1.42,High,,28,1.4,Evening,2023-07-23,Victoria,98.02
MCH-2715,Packaging Unit,Pune,18,550.76,249,5.56,Low,31.6,4,2.9,Night,2022-11-06,Dawn,88.14
MCH-2716,Packaging Unit,Ahmedabad,13,1256.47,229,5.07,High,,3,7.6,Night,2022-08-30,Travis,84.65
MCH-2717,,Ahmedabad,22,360.18,461,1.81,Medium,31.3,28,3.9,Morning,2022-06-20,Mathew,96.98
MCH-2718,Packaging Unit,Ahmedabad,12,415.27,920,1.3,Medium,30.4,7,1.6,Evening,2024-06-11,Angel,103.35
MCH-2719,3D Printer,Pune,4,448.98,1791,4.13,Medium,31.3,5,7.8,Evening,2024-09-25,Tammy,100.56
MCH-2720,Laser Cutter,Surat,6,1030.88,1545,13.64,Low,24.1,6,0.5,Evening,2022-12-14,Lisa,83.77
MCH-2721,CNC,Rajkot,22,1440.19,1147,13.77,Medium,29.4,20,2.1,Morning,2023-06-12,John,78.49
MCH-2722,Packaging Unit,Ahmedabad,18,391.91,283,1.56,Medium,32.1,17,29.1,Evening,2022-12-18,Jonathan,78.31
MCH-2723,Packaging Unit,Rajkot,11,513.65,897,1.47,High,34.2,23,0.7,Night,2024-05-09,,103.31
MCH-2724,CNC,Rajkot,11,933.31,1533,13.79,Low,27.1,6,11.9,Night,2023-12-22,Anthony,75.53
MCH-2725,,Ahmedabad,14,1006.62,224,6.34,Low,35.2,24,8.0,Morning,2023-05-06,,82.15
MCH-2726,Packaging Unit,Pune,5,228.5,188,5.54,Medium,40.1,25,4.5,Morning,2024-09-17,Derek,87.01
MCH-2727,,Vadodara,6,592.48,1228,7.1,High,34.2,18,4.0,Evening,2023-11-25,Patricia,92.39
MCH-2728,CNC,Vadodara,10,514.66,483,13.07,Low,35.3,23,0.0,Morning,2022-11-24,Douglas,77.15
MCH-2729,3D Printer,Vadodara,14,1210.77,1214,10.0,High,23.9,14,5.2,Morning,2025-02-11,Justin,84.75
MCH-2730,CNC,Vadodara,5,1623.12,996,12.01,Low,18.6,16,23.1,Night,2024-05-08,Mark,65.79
MCH-2731,CNC,Surat,19,1282.49,57,12.1,Medium,29.2,27,6.5,Morning,2024-04-09,Richard,69.89
MCH-2732,,Rajkot,10,1202.64,231,11.06,Medium,28.5,19,6.5,Morning,2023-04-15,Gregory,73.54
MCH-2733,,Rajkot,11,273.45,1107,7.51,Medium,24.8,14,3.8,Morning,2025-02-04,Justin,91.15
MCH-2734,Laser Cutter,Rajkot,19,491.11,1955,5.27,,49.0,27,5.1,Evening,2023-12-20,Paul,101.48
MCH-2735,Robotic Arm,Pune,18,1070.78,123,12.99,High,31.6,16,2.4,Evening,2024-04-02,Kelly,71.84
MCH-2736,Laser Cutter,Ahmedabad,11,674.81,463,4.68,Medium,30.4,9,15.7,Night,2022-01-12,Devin,82.54
MCH-2737,Packaging Unit,Vadodara,13,749.81,1221,6.83,,28.0,22,5.2,Night,2022-03-08,Lori,91.8
MCH-2738,Laser Cutter,Ahmedabad,14,473.89,1049,7.24,Low,25.5,5,12.9,Morning,2023-05-18,Amy,84.55
MCH-2739,3D Printer,Rajkot,21,668.87,1743,14.86,Medium,22.0,6,2.9,morning,2023-08-17,Whitney,81.82
MCH-2740,3D Printer,Vadodara,5,274.12,1629,10.33,Low,26.7,27,7.0,Night,2025-01-13,Susan,87.62
MCH-2741,Packaging Unit,Vadodara,6,1556.58,844,13.81,High,34.8,9,0.9,Evening,2022-08-18,Ryan,76.56
MCH-2742,3D Printer,Rajkot,20,401.72,866,6.81,High,31.2,10,12.4,Evening,2024-04-12,Megan,84.34
MCH-2743,Packaging Unit,Surat,13,527.68,1736,4.47,Medium,29.8,6,14.7,Morning,2022-05-10,Sharon,94.48
MCH-2744,Packaging Unit,Ahmedabad,5,336.45,361,13.53,Low,35.0,27,4.2,Morning,2024-02-01,Sarah,72.53
MCH-2745,CNC,Vadodara,21,722.73,413,7.08,High,40.0,25,6.4,Evening,2024-06-05,Robert,83.77
MCH-2746,Laser Cutter,Rajkot,21,773.5,98,8.59,High,29.4,10,3.3,Evening,2022-03-22,Hannah,80.22
MCH-2747,CNC,Vadodara,17,791.66,1772,12.43,Medium,27.7,18,2.6,Evening,2023-04-10,Tracy,86.96
MCH-2748,Packaging Unit,Vadodara,16,167.84,580,2.67,Medium,40.8,12,22.2,Morning,2024-03-12,Scott,83.71
MCH-2749,Robotic Arm,Surat,10,997.71,170,3.15,High,35.7,27,3.1,Night,2023-08-23,Robin,91.52
MCH-2750,Robotic Arm,Pune,7,764.07,1263,12.51,Medium,33.6,20,0.3,Night,2022-08-29,Joseph,84.2
MCH-2751,Packaging Unit,Vadodara,4,581.08,212,7.12,Low,35.2,29,5.6,Morning,2022-02-12,David,82.78
MCH-2752,Robotic Arm,Pune,5,1327.73,945,12.81,Medium,31.9,9,5.6,Night,2024-06-08,Lynn,76.44
MCH-2753,Laser Cutter,Ahmedabad,8,1013.3,413,13.76,High,30.2,21,7.3,Evening,2022-10-31,Donald,69.36
MCH-2754,CNC,Surat,7,348.04,1160,10.47,Medium,28.9,26,2.7,Evening,2024-05-12,Joseph,86.34
MCH-2755,Laser Cutter,Ahmedabad,15,325.98,1328,3.7,Medium,24.4,11,2.3,Morning,2023-01-10,David,101.59
MCH-2756,3D Printer,Rajkot,23,690.91,1735,14.15,Medium,,20,13.7,Evening,2023-04-18,Christopher,75.58
MCH-2757,CNC,Pune,23,1097.96,772,2.41,Medium,30.4,13,2.4,Evening,2023-07-09,Kellie,98.36
MCH-2758,CNC,Pune,4,479.58,717,7.94,Medium,26.4,16,1.6,Morning,2022-02-12,Christina,88.29
MCH-2759,Laser Cutter,Pune,14,149.7,1845,0.88,Low,,4,0.0,Night,2022-07-25,Jimmy,113.4
MCH-2760,,Pune,19,768.89,1162,1.24,Low,14.9,24,8.0,Night,2025-03-19,,100.5
MCH-2761,,Pune,13,489.77,1222,6.36,Medium,31.0,2,6.2,Night,2024-10-22,,92.42
MCH-2762,Laser Cutter,Ahmedabad,20,1566.95,162,8.07,Low,23.8,18,1.7,Morning,2023-12-01,Dennis,81.78
MCH-2763,Robotic Arm,Rajkot,16,656.96,79,4.06,,28.3,26,0.2,Morning,2022-12-14,Paul,91.46
MCH-2764,Laser Cutter,Ahmedabad,14,518.74,1725,5.31,,21.6,10,5.2,Morning,2024-06-21,Nathaniel,99.37
MCH-2765,Robotic Arm,Vadodara,23,627.09,111,0.47,Low,26.4,24,4.7,morning,2022-01-24,Bonnie,95.8
